Link , outLinkSimilarity , inLinkSimilarity , lexicalSimilarity , numOutLinks , numInLinks , length , CategorySimilarity
/wiki/Free_and_open_source_software , 0.0281690140845 , 0.0 , 0.0964169381107 , 71 , 0 , 9105 , 0
/wiki/Web_browser , 0.0716723549488 , 0.0 , 0.121438263229 , 86 , 0 , 8859 , 0
/wiki/Mozilla_Application_Suite , 0.127272727273 , 0.0 , 0.144946808511 , 88 , 0 , 11221 , 3
/wiki/Mozilla_Corporation , 0.0474308300395 , 0.0 , 0.0623624358034 , 34 , 0 , 4394 , 0
/wiki/Usage_share_of_web_browsers , 0.0196078431373 , 0.0 , 0.0668135095448 , 28 , 0 , 4227 , 0
/wiki/Germany , 0.00165975103734 , 0.0 , 0.0881185498809 , 1147 , 0 , 78284 , 0
/wiki/Gecko_(layout_engine) , 0.121951219512 , 0.0 , 0.11 , 100 , 0 , 6886 , 0
/wiki/Layout_engine , 0.0576923076923 , 0.0 , 0.0533943554539 , 41 , 0 , 2482 , 0
/wiki/Web_standards , 0.0115384615385 , 0.0 , 0.0505124450952 , 30 , 0 , 3275 , 0
/wiki/Tab_(GUI) , 0.048951048951 , 0.0 , 0.111551155116 , 77 , 0 , 10028 , 0
/wiki/Spell_checker , 0.0210526315789 , 0.0 , 0.0955927995034 , 60 , 0 , 9995 , 0
/wiki/Incremental_find , 0.00763358778626 , 0.0 , 0.0457469621158 , 31 , 0 , 4008 , 0
/wiki/Features_of_Mozilla_Firefox#Live_bookmarks , 0.102389078498 , 0.0 , 0.162031438936 , 99 , 0 , 16577 , 1
/wiki/Download_manager , 0.0037037037037 , 0.0 , 0.0488694383662 , 39 , 0 , 3285 , 0
/wiki/Privacy_mode , 0.0204081632653 , 0.0 , 0.0492686682063 , 16 , 0 , 2040 , 0
/wiki/Geolocation , 0.0 , 0.0 , 0.0269259536275 , 19 , 0 , 2097 , 0
/wiki/Google , 0.0215439856373 , 0.0 , 0.144483706321 , 405 , 0 , 43371 , 0
/wiki/List_of_Firefox_extensions , 0.0084388185654 , 0.0 , 0.0080064051241 , 5 , 0 , 198 , 0
/wiki/Third-party_developer , 0.0 , 0.0 , 0.0388930441286 , 29 , 0 , 2827 , 0
/wiki/Operating_systems , 0.0413533834586 , 0.0 , 0.157783417936 , 423 , 0 , 51372 , 0
/wiki/Microsoft_Windows , 0.0488505747126 , 0.0 , 0.155449672424 , 176 , 0 , 19900 , 0
