"Link "," outLinkSimilarity "," inLinkSimilarity "," lexicalSimilarity "," numOutLinks "," numInLinks "," length "," CategorySimilarity","Class"
"/wiki/Social_network_service "," 0.0330882352941 "," 0.0246770213384 "," 0.151454363089 "," 157 "," 2170 "," 31595 "," 1 "," Ca"
"/wiki/Facebook_(directory) "," 0.0191082802548 "," 0.000198728139905 "," 0.0290237467018 "," 7 "," 15 "," 1025 "," 0 "," Ca"
"/wiki/Mark_Zuckerberg "," 0.0814814814815 "," 0.01215309269 "," 0.149365628604 "," 152 "," 567 "," 19583 "," 0 "," El"
"/wiki/Eduardo_Saverin "," 0.0416666666667 "," 0.00430612644353 "," 0.0430743243243 "," 24 "," 113 "," 2354 "," 0 "," El"
"/wiki/Dustin_Moskovitz "," 0.0493827160494 "," 0.00353079639074 "," 0.0546875 "," 21 "," 98 "," 2056 "," 0 "," El"
"/wiki/Chris_Hughes_(entrepreneur) "," 0.0352941176471 "," 0.00313234142522 "," 0.0342809364548 "," 25 "," 108 "," 2073 "," 0 "," El"
"/wiki/Harvard "," 0.019145802651 "," 0.00200652119388 "," 0.0922010398614 "," 681 "," 2972 "," 54359 "," 0 "," Pr"
"/wiki/Boston "," 0.00834326579261 "," 0.00306601513845 "," 0.0996376811594 "," 840 "," 5469 "," 56737 "," 0 "," Pr"
"/wiki/Ivy_League "," 0.020202020202 "," 0.00142267747902 "," 0.112261580381 "," 201 "," 2029 "," 24687 "," 0 "," Pr"
"/wiki/Stanford_University "," 0.020725388601 "," 0.00536062378168 "," 0.108727272727 "," 598 "," 5412 "," 52166 "," 0 "," Pr"
"/wiki/Compete.com "," 0.0 "," 0.000391926317852 "," 0.0288461538462 "," 11 "," 88 "," 1452 "," 0 "," Ca"
"/wiki/Social_network_service "," 0.0330882352941 "," 0.0246770213384 "," 0.151454363089 "," 157 "," 2170 "," 31595 "," 1 "," Ca"
"/wiki/MySpace "," 0.0333333333333 "," 0.0493892724376 "," 0.175 "," 146 "," 4862 "," 41119 "," 6 "," Ca"
"/wiki/Entertainment_Weekly "," 0.00529100529101 "," 0.00392038600724 "," 0.0540540540541 "," 37 "," 4987 "," 7369 "," 0 "," Pr"
"/wiki/Mark_Zuckerberg "," 0.0814814814815 "," 0.01215309269 "," 0.149365628604 "," 152 "," 567 "," 19583 "," 0 "," El"
"/wiki/Harvard_University "," 0.019145802651 "," 0.00458268330733 "," 0.0922010398614 "," 681 "," 5413 "," 54359 "," 0 "," Pr"
"/wiki/Sophomore "," 0.00621118012422 "," 0.000882145377558 "," 0.0376068376068 "," 10 "," 658 "," 1912 "," 0 "," Sp"
"/wiki/The_Harvard_Crimson "," 0.0217391304348 "," 0.00185666542889 "," 0.0752269779507 "," 35 "," 378 "," 10701 "," 0 "," Pr"
"/wiki/Hot_or_Not "," 0.0271739130435 "," 0.0 "," 0.0899705014749 "," 37 "," 59 "," 6553 "," 0 "," Pr"
"/wiki/Hack_(technology) "," 0.0213903743316 "," 0.000186150409531 "," 0.0458074534161 "," 41 "," 356 "," 4399 "," 0 "," Pr"
"/wiki/ID "," 0.0 "," 0.0 "," 0.0 "," 0 "," 81 "," 29 "," 0 "," Sp"
"/wiki/Facebook_(directory) "," 0.0191082802548 "," 0.000198728139905 "," 0.0290237467018 "," 7 "," 15 "," 1025 "," 0 ","Ca"
"/wiki/Copyright "," 0.0025 "," 0.001195732156 "," 0.118775510204 "," 325 "," 6020 "," 55313 "," 0 "," Sp"
"/wiki/Art_history "," 0.0 "," 0.0016849199663 "," 0.0812933025404 "," 245 "," 2180 "," 28671 "," 0 "," Sp"
"/wiki/History_of_Rome "," 0.00163132137031 "," 0.0 "," 0.0831474992036 "," 588 "," 539 "," 63981 "," 0 "," Sp"
"/wiki/The_Harvard_Crimson "," 0.0217391304348 "," 0.00185666542889 "," 0.0752269779507 "," 35 "," 378 "," 10701 "," 0 "," Pr"
"/wiki/Cameron_Winklevoss "," 0.0497925311203 "," 0.00098814229249 "," 0.115507338864 "," 111 "," 47 "," 16021 "," 1 "," El"
"/wiki/Tyler_Winklevoss "," 0.0497925311203 "," 0.00118530225207 "," 0.11555842479 "," 158 "," 50 "," 15615 "," 1 "," El"
"/wiki/Divya_Narendra "," 0.0591397849462 "," 0.00119189511323 "," 0.107648725212 "," 73 "," 22 "," 11227 "," 1 "," El"
"/wiki/ConnectU "," 0.0722222222222 "," 0.00119000396668 "," 0.106104651163 "," 59 "," 30 "," 10642 "," 1 "," Ca"
"/wiki/Harvard_College "," 0.0204918032787 "," 0.00207131232431 "," 0.0968950749465 "," 103 "," 1757 "," 20008 "," 0 "," Pr"
"/wiki/Eduardo_Saverin "," 0.0416666666667 "," 0.00430528375734 "," 0.0430743243243 "," 24 "," 114 "," 2354 "," 0 "," El"
"/wiki/Dustin_Moskovitz "," 0.0493827160494 "," 0.00353010394195 "," 0.0546875 "," 21 "," 99 "," 2056 "," 0 "," El"
"/wiki/Andrew_McCollum "," 0.0126582278481 "," 0.00236966824645 "," 0.0170709793351 "," 7 "," 58 "," 442 "," 0 "," El"
"/wiki/Chris_Hughes_(entrepreneur) "," 0.0352941176471 "," 0.00313172832257 "," 0.0342809364548 "," 25 "," 109 "," 2073 "," 0 "," El"
"/wiki/Stanford_University "," 0.020725388601 "," 0.00536062378168 "," 0.108727272727 "," 598 "," 5412 "," 52166 "," 0 "," Pr"
"/wiki/Columbia_University "," 0.0135841170324 "," 0.0019711588339 "," 0.0972075869336 "," 1055 "," 4643 "," 85087 "," 0 "," Pr"
